RUN run_20251211_163949 result=death duration=302.35 level=14 xp=5302 damageTaken=160
KILLS bat=249,bat_elite=15,plant=107,plant_elite=11,skeleton=331,skeleton_elite=18
PICKUPS bomb=2,chest_xp=39,chicken=2,magnet=1
LEVEL_TIMES 2@33.74,3@56.68,4@69.50,5@84.02,6@84.02,7@91.86,8@99.27,9@100.12,10@101.67,11@105.78,12@132.81,13@196.88,14@245.65
EVENT t=0.00 run_start runId=run_20251211_163949
EVENT t=79.11 kill elite=false,kind=skeleton
EVENT t=79.49 kill elite=false,kind=skeleton
EVENT t=79.57 kill elite=false,kind=skeleton
EVENT t=79.93 kill elite=false,kind=skeleton
EVENT t=80.23 kill elite=false,kind=bat
EVENT t=80.55 kill elite=false,kind=skeleton
EVENT t=81.02 kill elite=false,kind=bat
EVENT t=82.06 kill elite=false,kind=skeleton
EVENT t=82.51 kill elite=false,kind=bat
EVENT t=82.75 kill elite=true,kind=skeleton
EVENT t=82.96 kill elite=false,kind=bat
EVENT t=83.54 kill elite=false,kind=bat
EVENT t=83.77 kill elite=false,kind=skeleton
EVENT t=84.02 level_up level=5
EVENT t=84.02 level_up level=6
EVENT t=84.02 pickup kind=chest_xp
EVENT t=84.02 upgrade key=oil_bottle,level=1,type=weapon
EVENT t=84.02 upgrade key=dagger,level=2,type=weapon
EVENT t=84.30 kill elite=false,kind=skeleton
EVENT t=84.68 kill elite=false,kind=bat
EVENT t=84.73 kill elite=false,kind=skeleton
EVENT t=84.90 kill elite=false,kind=skeleton
EVENT t=84.95 kill elite=false,kind=skeleton
EVENT t=85.25 kill elite=false,kind=skeleton
EVENT t=85.59 kill elite=false,kind=skeleton
EVENT t=85.74 kill elite=false,kind=skeleton
EVENT t=85.80 kill elite=true,kind=skeleton
EVENT t=85.93 kill elite=false,kind=bat
EVENT t=86.14 kill elite=false,kind=bat
EVENT t=86.50 kill elite=false,kind=skeleton
EVENT t=86.75 kill elite=false,kind=skeleton
EVENT t=86.96 kill elite=false,kind=skeleton
EVENT t=87.16 kill elite=false,kind=skeleton
EVENT t=87.45 kill elite=false,kind=skeleton
EVENT t=87.95 kill elite=false,kind=bat
EVENT t=88.35 kill elite=true,kind=skeleton
EVENT t=88.49 kill elite=false,kind=skeleton
EVENT t=88.70 kill elite=false,kind=skeleton
EVENT t=89.24 kill elite=true,kind=bat
EVENT t=89.41 kill elite=false,kind=bat
EVENT t=89.43 kill elite=false,kind=bat
EVENT t=90.10 kill elite=false,kind=skeleton
EVENT t=90.41 kill elite=false,kind=bat
EVENT t=90.49 kill elite=false,kind=skeleton
EVENT t=90.49 kill elite=false,kind=skeleton
EVENT t=91.14 kill elite=true,kind=bat
EVENT t=91.35 kill elite=false,kind=bat
EVENT t=91.62 kill elite=false,kind=skeleton
EVENT t=91.75 kill elite=false,kind=bat
EVENT t=91.86 level_up level=7
EVENT t=91.86 upgrade key=garlic,level=1,type=weapon
EVENT t=91.96 kill elite=false,kind=bat
EVENT t=92.11 kill elite=false,kind=skeleton
EVENT t=92.34 kill elite=false,kind=skeleton
EVENT t=92.43 kill elite=false,kind=skeleton
EVENT t=92.45 kill elite=false,kind=bat
EVENT t=92.63 kill elite=false,kind=skeleton
EVENT t=92.89 kill elite=false,kind=skeleton
EVENT t=92.92 kill elite=false,kind=skeleton
EVENT t=93.18 kill elite=false,kind=skeleton
EVENT t=93.33 kill elite=false,kind=bat
EVENT t=93.50 kill elite=false,kind=skeleton
EVENT t=93.54 kill elite=false,kind=skeleton
EVENT t=93.71 kill elite=false,kind=skeleton
EVENT t=93.76 kill elite=false,kind=skeleton
EVENT t=93.76 kill elite=false,kind=skeleton
EVENT t=93.76 kill elite=false,kind=skeleton
EVENT t=93.76 kill elite=false,kind=skeleton
EVENT t=93.83 kill elite=false,kind=skeleton
EVENT t=93.89 kill elite=false,kind=skeleton
EVENT t=94.05 kill elite=false,kind=bat
EVENT t=94.12 kill elite=false,kind=skeleton
EVENT t=94.12 kill elite=false,kind=skeleton
EVENT t=94.12 kill elite=false,kind=skeleton
EVENT t=94.12 kill elite=false,kind=skeleton
EVENT t=94.12 kill elite=false,kind=skeleton
EVENT t=94.12 kill elite=false,kind=skeleton
EVENT t=94.12 kill elite=false,kind=skeleton
EVENT t=94.25 kill elite=false,kind=bat
EVENT t=94.42 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.47 kill elite=false,kind=skeleton
EVENT t=94.59 kill elite=false,kind=skeleton
EVENT t=94.82 kill elite=false,kind=skeleton
EVENT t=94.82 kill elite=false,kind=skeleton
EVENT t=94.82 kill elite=false,kind=skeleton
EVENT t=94.82 kill elite=false,kind=skeleton
EVENT t=94.82 kill elite=false,kind=skeleton
EVENT t=94.82 kill elite=false,kind=skeleton
EVENT t=95.18 kill elite=false,kind=skeleton
EVENT t=95.32 kill elite=true,kind=bat
EVENT t=95.51 kill elite=false,kind=bat
EVENT t=95.67 kill elite=false,kind=skeleton
EVENT t=95.73 kill elite=false,kind=skeleton
EVENT t=95.82 kill elite=false,kind=skeleton
EVENT t=95.82 kill elite=false,kind=skeleton
EVENT t=95.82 kill elite=false,kind=skeleton
EVENT t=95.82 kill elite=false,kind=skeleton
EVENT t=96.49 kill elite=true,kind=bat
EVENT t=96.55 kill elite=false,kind=skeleton
EVENT t=96.66 kill elite=true,kind=skeleton
EVENT t=96.73 kill elite=false,kind=skeleton
EVENT t=97.39 kill elite=false,kind=skeleton
EVENT t=97.42 kill elite=false,kind=skeleton
EVENT t=97.49 kill elite=true,kind=skeleton
EVENT t=97.72 kill elite=false,kind=bat
EVENT t=97.90 kill elite=false,kind=skeleton
EVENT t=98.32 kill elite=false,kind=skeleton
EVENT t=98.41 kill elite=false,kind=skeleton
EVENT t=98.57 kill elite=false,kind=bat
EVENT t=98.82 kill elite=false,kind=bat
EVENT t=99.02 kill elite=false,kind=bat
EVENT t=99.27 level_up level=8
EVENT t=99.27 pickup kind=chest_xp
EVENT t=99.27 upgrade key=tome,level=1,type=passive
EVENT t=99.35 kill elite=false,kind=skeleton
EVENT t=99.83 kill elite=false,kind=skeleton
EVENT t=100.12 level_up level=9
EVENT t=100.12 pickup kind=chest_xp
EVENT t=100.12 upgrade key=oil_bottle,level=2,type=weapon
EVENT t=100.39 kill elite=false,kind=skeleton
EVENT t=100.50 kill elite=false,kind=bat
EVENT t=100.73 pickup kind=chest_xp
EVENT t=100.97 kill elite=false,kind=skeleton
EVENT t=101.46 kill elite=false,kind=skeleton
EVENT t=101.67 level_up level=10
EVENT t=101.67 pickup kind=chest_xp
EVENT t=101.67 upgrade key=axe,level=1,type=weapon
EVENT t=101.89 kill elite=false,kind=skeleton
EVENT t=101.92 kill elite=false,kind=bat
EVENT t=102.46 kill elite=false,kind=skeleton
EVENT t=102.62 pickup kind=chest_xp
EVENT t=102.78 kill elite=false,kind=skeleton
EVENT t=103.20 kill elite=false,kind=skeleton
EVENT t=103.74 pickup kind=chicken
EVENT t=103.80 kill elite=false,kind=skeleton
EVENT t=104.40 kill elite=false,kind=skeleton
EVENT t=104.67 pickup kind=chest_xp
EVENT t=104.69 kill elite=false,kind=bat
EVENT t=105.18 kill elite=false,kind=skeleton
EVENT t=105.55 kill elite=false,kind=bat
EVENT t=105.78 level_up level=11
EVENT t=105.78 pickup kind=chest_xp
EVENT t=105.78 upgrade key=heavy_hammer,level=1,type=weapon
EVENT t=106.14 kill elite=false,kind=skeleton
EVENT t=106.83 kill elite=false,kind=skeleton
EVENT t=107.03 pickup kind=chest_xp
EVENT t=107.22 kill elite=false,kind=skeleton
EVENT t=107.95 kill elite=false,kind=skeleton
EVENT t=108.18 kill elite=false,kind=bat
EVENT t=108.60 kill elite=false,kind=bat
EVENT t=109.49 kill elite=false,kind=skeleton
EVENT t=109.67 kill elite=false,kind=bat
EVENT t=109.94 kill elite=false,kind=skeleton
EVENT t=110.37 kill elite=false,kind=bat
EVENT t=110.76 kill elite=false,kind=bat
EVENT t=111.25 kill elite=false,kind=skeleton
EVENT t=111.67 kill elite=false,kind=skeleton
EVENT t=112.07 kill elite=false,kind=skeleton
EVENT t=112.48 kill elite=false,kind=skeleton
EVENT t=112.92 kill elite=false,kind=bat
EVENT t=113.17 kill elite=false,kind=bat
EVENT t=113.84 kill elite=false,kind=skeleton
EVENT t=114.06 kill elite=false,kind=bat
EVENT t=114.41 kill elite=false,kind=bat
EVENT t=114.51 kill elite=false,kind=skeleton
EVENT t=114.69 kill elite=false,kind=skeleton
EVENT t=114.75 kill elite=false,kind=skeleton
EVENT t=114.76 kill elite=false,kind=skeleton
EVENT t=114.94 kill elite=false,kind=skeleton
EVENT t=115.46 kill elite=false,kind=skeleton
EVENT t=115.97 kill elite=false,kind=skeleton
EVENT t=116.11 kill elite=false,kind=skeleton
EVENT t=116.25 kill elite=false,kind=bat
EVENT t=116.80 kill elite=false,kind=skeleton
EVENT t=117.05 kill elite=false,kind=skeleton
EVENT t=117.35 kill elite=false,kind=bat
EVENT t=117.84 kill elite=false,kind=skeleton
EVENT t=118.26 kill elite=false,kind=skeleton
EVENT t=118.71 kill elite=false,kind=skeleton
EVENT t=118.95 kill elite=false,kind=bat
EVENT t=119.56 kill elite=false,kind=skeleton
EVENT t=120.17 kill elite=false,kind=skeleton
EVENT t=120.78 kill elite=false,kind=skeleton
EVENT t=120.94 kill elite=false,kind=skeleton
EVENT t=121.59 kill elite=false,kind=bat
EVENT t=121.88 kill elite=false,kind=bat
EVENT t=122.21 kill elite=false,kind=bat
EVENT t=122.88 kill elite=true,kind=bat
EVENT t=123.13 kill elite=true,kind=skeleton
EVENT t=123.40 kill elite=false,kind=skeleton
EVENT t=123.47 kill elite=false,kind=bat
EVENT t=124.03 kill elite=false,kind=skeleton
EVENT t=124.05 pickup kind=chest_xp
EVENT t=124.67 kill elite=false,kind=skeleton
EVENT t=125.29 kill elite=false,kind=skeleton
EVENT t=125.76 kill elite=false,kind=bat
EVENT t=126.25 kill elite=false,kind=skeleton
EVENT t=126.26 kill elite=false,kind=skeleton
EVENT t=126.49 kill elite=false,kind=bat
EVENT t=126.51 kill elite=false,kind=skeleton
EVENT t=126.86 kill elite=false,kind=bat
EVENT t=127.17 kill elite=false,kind=bat
EVENT t=127.67 kill elite=false,kind=plant
EVENT t=127.68 kill elite=false,kind=skeleton
EVENT t=127.90 kill elite=true,kind=bat
EVENT t=127.92 pickup kind=chest_xp
EVENT t=128.30 kill elite=false,kind=bat
EVENT t=128.74 kill elite=false,kind=skeleton
EVENT t=129.58 kill elite=false,kind=plant
EVENT t=129.92 kill elite=false,kind=bat
EVENT t=130.26 kill elite=false,kind=bat
EVENT t=130.49 kill elite=false,kind=skeleton
EVENT t=131.12 kill elite=false,kind=skeleton
EVENT t=131.40 kill elite=false,kind=skeleton
EVENT t=132.15 kill elite=false,kind=skeleton
EVENT t=132.81 level_up level=12
EVENT t=132.81 pickup kind=chest_xp
EVENT t=132.81 upgrade key=static_orb,level=1,type=weapon
EVENT t=132.99 kill elite=false,kind=plant
EVENT t=133.42 kill elite=false,kind=bat
EVENT t=133.74 kill elite=false,kind=skeleton
EVENT t=134.01 kill elite=false,kind=skeleton
EVENT t=134.13 kill elite=false,kind=bat
EVENT t=134.79 kill elite=false,kind=skeleton
EVENT t=135.17 kill elite=false,kind=skeleton
EVENT t=135.27 kill elite=false,kind=skeleton
EVENT t=135.54 kill elite=false,kind=skeleton
EVENT t=135.84 kill elite=false,kind=skeleton
EVENT t=136.14 kill elite=false,kind=skeleton
EVENT t=136.53 kill elite=false,kind=skeleton
EVENT t=136.91 kill elite=true,kind=bat
EVENT t=137.37 kill elite=false,kind=skeleton
EVENT t=137.67 kill elite=false,kind=bat
EVENT t=137.82 kill elite=false,kind=bat
EVENT t=138.04 kill elite=false,kind=bat
EVENT t=138.94 kill elite=false,kind=bat
EVENT t=139.49 kill elite=false,kind=plant
EVENT t=140.30 kill elite=false,kind=bat
EVENT t=140.33 pickup kind=chest_xp
EVENT t=140.42 kill elite=false,kind=plant
EVENT t=141.82 kill elite=true,kind=plant
EVENT t=142.40 kill elite=false,kind=skeleton
EVENT t=142.66 kill elite=false,kind=bat
EVENT t=143.18 kill elite=false,kind=skeleton
EVENT t=143.49 kill elite=false,kind=bat
EVENT t=144.55 kill elite=false,kind=bat
EVENT t=144.88 kill elite=true,kind=plant
EVENT t=145.06 kill elite=false,kind=bat
EVENT t=145.46 kill elite=false,kind=skeleton
EVENT t=145.84 kill elite=false,kind=skeleton
EVENT t=145.87 pickup kind=chest_xp
EVENT t=146.51 pickup kind=chest_xp
EVENT t=146.56 kill elite=false,kind=plant
EVENT t=147.57 kill elite=false,kind=skeleton
EVENT t=147.58 kill elite=false,kind=plant
EVENT t=147.66 kill elite=false,kind=bat
EVENT t=148.15 kill elite=false,kind=skeleton
EVENT t=148.40 kill elite=false,kind=bat
EVENT t=148.47 kill elite=false,kind=skeleton
EVENT t=148.76 kill elite=false,kind=bat
EVENT t=149.49 kill elite=false,kind=plant
EVENT t=149.71 kill elite=false,kind=bat
EVENT t=150.11 kill elite=false,kind=bat
EVENT t=151.13 kill elite=false,kind=skeleton
EVENT t=151.62 kill elite=false,kind=skeleton
EVENT t=151.85 kill elite=false,kind=skeleton
EVENT t=152.13 kill elite=false,kind=skeleton
EVENT t=152.79 kill elite=false,kind=skeleton
EVENT t=153.69 kill elite=true,kind=skeleton
EVENT t=154.13 kill elite=false,kind=skeleton
EVENT t=154.48 kill elite=false,kind=bat
EVENT t=154.56 kill elite=false,kind=plant
EVENT t=155.09 kill elite=false,kind=plant
EVENT t=155.13 kill elite=false,kind=bat
EVENT t=155.40 kill elite=false,kind=bat
EVENT t=155.69 kill elite=false,kind=bat
EVENT t=156.18 kill elite=false,kind=plant
EVENT t=156.82 kill elite=false,kind=plant
EVENT t=157.00 pickup kind=chest_xp
EVENT t=157.15 kill elite=false,kind=skeleton
EVENT t=157.37 kill elite=false,kind=plant
EVENT t=157.76 kill elite=false,kind=plant
EVENT t=157.91 kill elite=false,kind=bat
EVENT t=158.16 kill elite=false,kind=skeleton
EVENT t=159.52 kill elite=false,kind=bat
EVENT t=160.17 kill elite=true,kind=plant
EVENT t=160.56 kill elite=false,kind=bat
EVENT t=161.04 kill elite=false,kind=skeleton
EVENT t=161.49 kill elite=false,kind=skeleton
EVENT t=161.92 kill elite=false,kind=skeleton
EVENT t=162.27 kill elite=false,kind=skeleton
EVENT t=162.75 kill elite=false,kind=plant
EVENT t=163.11 kill elite=false,kind=plant
EVENT t=163.40 kill elite=false,kind=bat
EVENT t=164.11 kill elite=false,kind=plant
EVENT t=164.26 kill elite=false,kind=bat
EVENT t=164.47 kill elite=false,kind=bat
EVENT t=164.89 kill elite=true,kind=bat
EVENT t=165.15 kill elite=false,kind=bat
EVENT t=165.37 kill elite=false,kind=bat
EVENT t=165.63 kill elite=false,kind=bat
EVENT t=166.06 kill elite=false,kind=bat
EVENT t=166.83 kill elite=false,kind=plant
EVENT t=167.27 kill elite=false,kind=bat
EVENT t=167.71 kill elite=true,kind=bat
EVENT t=168.25 kill elite=false,kind=bat
EVENT t=168.58 kill elite=false,kind=bat
EVENT t=168.72 kill elite=false,kind=bat
EVENT t=169.23 kill elite=false,kind=bat
EVENT t=169.24 kill elite=false,kind=plant
EVENT t=169.33 kill elite=false,kind=bat
EVENT t=170.32 kill elite=false,kind=plant
EVENT t=171.31 kill elite=false,kind=bat
EVENT t=171.76 kill elite=false,kind=plant
EVENT t=172.27 kill elite=false,kind=plant
EVENT t=172.84 kill elite=true,kind=skeleton
EVENT t=173.20 player_hit dmg=10,hp=80
EVENT t=173.22 kill elite=false,kind=bat
EVENT t=173.75 kill elite=false,kind=skeleton
EVENT t=174.18 kill elite=false,kind=skeleton
EVENT t=174.86 kill elite=false,kind=plant
EVENT t=175.30 kill elite=false,kind=skeleton
EVENT t=175.81 kill elite=false,kind=skeleton
EVENT t=176.22 kill elite=false,kind=skeleton
EVENT t=176.29 player_hit dmg=10,hp=70
EVENT t=176.77 kill elite=false,kind=skeleton
EVENT t=176.89 kill elite=false,kind=plant
EVENT t=177.10 kill elite=false,kind=bat
EVENT t=177.52 kill elite=false,kind=skeleton
EVENT t=177.77 kill elite=false,kind=skeleton
EVENT t=178.20 kill elite=false,kind=plant
EVENT t=178.68 kill elite=false,kind=skeleton
EVENT t=179.00 kill elite=false,kind=skeleton
EVENT t=179.56 kill elite=false,kind=skeleton
EVENT t=180.11 kill elite=false,kind=bat
EVENT t=180.21 kill elite=false,kind=plant
EVENT t=180.58 kill elite=true,kind=plant
EVENT t=180.59 kill elite=false,kind=skeleton
EVENT t=181.07 kill elite=false,kind=skeleton
EVENT t=181.54 kill elite=false,kind=bat
EVENT t=182.02 kill elite=false,kind=skeleton
EVENT t=182.54 kill elite=false,kind=bat
EVENT t=183.02 kill elite=false,kind=skeleton
EVENT t=183.31 kill elite=false,kind=skeleton
EVENT t=183.36 kill elite=false,kind=bat
EVENT t=184.00 kill elite=false,kind=plant
EVENT t=184.35 kill elite=false,kind=skeleton
EVENT t=184.50 kill elite=false,kind=plant
EVENT t=184.75 kill elite=false,kind=skeleton
EVENT t=185.14 kill elite=false,kind=skeleton
EVENT t=185.25 kill elite=false,kind=skeleton
EVENT t=185.55 kill elite=false,kind=plant
EVENT t=186.04 kill elite=false,kind=skeleton
EVENT t=186.20 kill elite=false,kind=skeleton
EVENT t=186.62 kill elite=false,kind=skeleton
EVENT t=186.67 kill elite=false,kind=skeleton
EVENT t=187.02 kill elite=false,kind=skeleton
EVENT t=187.50 kill elite=false,kind=skeleton
EVENT t=187.85 player_hit dmg=10,hp=60
EVENT t=188.43 kill elite=false,kind=plant
EVENT t=188.58 kill elite=false,kind=plant
EVENT t=189.32 kill elite=true,kind=skeleton
EVENT t=189.65 kill elite=false,kind=bat
EVENT t=190.08 kill elite=false,kind=skeleton
EVENT t=190.22 kill elite=false,kind=skeleton
EVENT t=190.38 kill elite=false,kind=bat
EVENT t=190.68 kill elite=false,kind=skeleton
EVENT t=191.36 kill elite=false,kind=plant
EVENT t=192.04 kill elite=false,kind=plant
EVENT t=192.36 pickup kind=bomb
EVENT t=192.37 kill elite=false,kind=skeleton
EVENT t=192.37 kill elite=false,kind=bat
EVENT t=192.37 kill elite=false,kind=skeleton
EVENT t=192.37 kill elite=false,kind=skeleton
EVENT t=192.37 kill elite=false,kind=bat
EVENT t=192.37 kill elite=false,kind=plant
EVENT t=192.37 kill elite=false,kind=bat
EVENT t=192.37 kill elite=false,kind=skeleton
EVENT t=192.37 kill elite=false,kind=plant
EVENT t=192.37 kill elite=false,kind=skeleton
EVENT t=192.37 kill elite=false,kind=skeleton
EVENT t=192.37 kill elite=false,kind=skeleton
EVENT t=192.37 kill elite=false,kind=plant
EVENT t=192.37 kill elite=false,kind=plant
EVENT t=192.37 kill elite=false,kind=plant
EVENT t=192.37 kill elite=false,kind=plant
EVENT t=192.37 kill elite=false,kind=plant
EVENT t=193.23 kill elite=false,kind=bat
EVENT t=193.44 kill elite=false,kind=skeleton
EVENT t=194.20 kill elite=false,kind=skeleton
EVENT t=194.25 kill elite=false,kind=plant
EVENT t=194.84 kill elite=false,kind=skeleton
EVENT t=195.52 kill elite=false,kind=bat
EVENT t=195.74 pickup kind=chest_xp
EVENT t=195.93 kill elite=false,kind=bat
EVENT t=196.60 kill elite=false,kind=plant
EVENT t=196.88 level_up level=13
EVENT t=196.88 pickup kind=chest_xp
EVENT t=196.88 upgrade key=static_orb,level=2,type=weapon
EVENT t=196.98 kill elite=false,kind=bat
EVENT t=197.28 kill elite=true,kind=bat
EVENT t=197.52 pickup kind=chest_xp
EVENT t=197.66 kill elite=false,kind=plant
EVENT t=198.22 kill elite=false,kind=skeleton
EVENT t=198.39 pickup kind=chest_xp
EVENT t=198.66 kill elite=false,kind=bat
EVENT t=199.42 kill elite=false,kind=skeleton
EVENT t=199.66 kill elite=false,kind=bat
EVENT t=200.36 kill elite=false,kind=skeleton
EVENT t=200.84 kill elite=false,kind=bat
EVENT t=201.22 kill elite=false,kind=bat
EVENT t=201.63 kill elite=false,kind=bat
EVENT t=202.43 kill elite=false,kind=plant
EVENT t=202.83 kill elite=false,kind=skeleton
EVENT t=203.08 kill elite=false,kind=bat
EVENT t=203.33 kill elite=false,kind=bat
EVENT t=203.66 kill elite=false,kind=plant
EVENT t=203.90 kill elite=false,kind=bat
EVENT t=203.93 kill elite=false,kind=bat
EVENT t=204.53 kill elite=false,kind=plant
EVENT t=205.13 kill elite=false,kind=skeleton
EVENT t=205.13 pickup kind=chicken
EVENT t=205.34 kill elite=false,kind=skeleton
EVENT t=205.41 kill elite=false,kind=bat
EVENT t=205.72 kill elite=false,kind=bat
EVENT t=206.57 kill elite=false,kind=plant
EVENT t=207.02 kill elite=false,kind=bat
EVENT t=207.48 kill elite=false,kind=plant
EVENT t=208.13 kill elite=false,kind=skeleton
EVENT t=208.39 kill elite=false,kind=bat
EVENT t=208.96 kill elite=false,kind=bat
EVENT t=209.18 kill elite=false,kind=plant
EVENT t=209.50 kill elite=false,kind=bat
EVENT t=209.98 kill elite=false,kind=bat
EVENT t=210.08 kill elite=false,kind=plant
EVENT t=210.41 pickup kind=magnet
EVENT t=210.96 kill elite=false,kind=plant
EVENT t=211.03 kill elite=false,kind=bat
EVENT t=211.35 kill elite=false,kind=bat
EVENT t=211.76 kill elite=false,kind=bat
EVENT t=212.68 kill elite=false,kind=skeleton
EVENT t=213.35 kill elite=false,kind=plant
EVENT t=213.65 kill elite=false,kind=bat
EVENT t=215.10 kill elite=true,kind=plant
EVENT t=215.55 kill elite=false,kind=plant
EVENT t=216.03 kill elite=false,kind=skeleton
EVENT t=216.44 kill elite=true,kind=skeleton
EVENT t=216.98 kill elite=false,kind=skeleton
EVENT t=217.27 pickup kind=chest_xp
EVENT t=217.33 kill elite=false,kind=bat
EVENT t=217.43 kill elite=false,kind=bat
EVENT t=218.03 kill elite=false,kind=skeleton
EVENT t=218.53 kill elite=false,kind=skeleton
EVENT t=218.72 kill elite=false,kind=skeleton
EVENT t=219.14 kill elite=false,kind=bat
EVENT t=219.36 kill elite=false,kind=skeleton
EVENT t=219.68 kill elite=false,kind=bat
EVENT t=220.14 kill elite=false,kind=skeleton
EVENT t=220.53 kill elite=false,kind=bat
EVENT t=220.96 kill elite=true,kind=bat
EVENT t=221.12 kill elite=false,kind=bat
